time,left_s0,left_s1,left_e0,left_e1,left_w0,left_w1,left_w2,left_gripper,right_s0,right_s1,right_e0,right_e1,right_w0,right_w1,right_w2,right_gripper
0.803088,-0.576009785851,-0.835636034201,-0.793068067337,1.01587877678,0.364320437123,1.48067495551,-0.695660287306,21.647819519,0.160300992334,0.497776765669,1.95237404778,1.04847586852,-0.768140879534,1.29736425135,1.47722349873,25.7698535919
1.000286,-0.574475805063,-0.835636034201,-0.793068067337,1.01664576717,0.364320437123,1.48067495551,-0.695660287306,21.647819519,0.159917497137,0.498160260866,1.95199055258,1.05000984931,-0.766606898746,1.29659726096,1.47722349873,25.7698535919
2.001099,-0.57485930026,-0.836019529398,-0.793451562534,1.01472829119,0.363936941926,1.48067495551,-0.696043782503,21.647819519,0.160300992334,0.497776765669,1.95467501896,1.04924285891,-0.768524374731,1.29774774655,1.47722349873,25.7698535919
3.001089,-0.57485930026,-0.836019529398,-0.793835057731,1.01472829119,0.36470393232,1.47914097472,-0.6964272777,21.647819519,0.160300992334,0.497776765669,1.95582550455,1.04924285891,-0.76737388914,1.29774774655,1.47799048913,25.7698535919
4.001086,-0.57485930026,-0.835252539004,-0.793068067337,1.01549528158,0.36470393232,1.47952446992,-0.695660287306,21.647819519,0.158767011546,0.497776765669,1.95544200936,1.05000984931,-0.76737388914,1.29851473695,1.47684000354,25.7698535919
5.001123,-0.574475805063,-0.83448554861,-0.793451562534,1.01626227197,0.364320437123,1.4814419459,-0.696043782503,21.647819519,0.15953400194,0.497009775275,1.95544200936,1.04885936372,-0.766223403549,1.29851473695,1.47837398432,25.7698535919
6.001093,-0.57485930026,-0.835636034201,-0.79268457214,1.01626227197,0.365087427517,1.48029146031,-0.695660287306,21.647819519,0.156082545167,0.505063174411,1.95812647574,0.884339924216,-0.707548638412,1.38978659382,1.40435941131,25.7698535919
7.001109,-0.575626290654,-0.835636034201,-0.793068067337,1.01702926237,0.364320437123,1.48067495551,-0.696043782503,21.647819519,0.16336895391,0.602854449639,1.96196142771,0.595951536093,-0.674568051473,1.44654388298,1.07301956113,25.7698535919
8.001095,-0.574475805063,-0.835636034201,-0.792301076943,1.01626227197,0.36470393232,1.48029146031,-0.6964272777,21.647819519,0.165286429895,0.838703995776,1.96694686527,0.516184535123,-0.455208798805,1.17387879793,0.799970980882,25.7698535919
9.001098,-0.57485930026,-0.835252539004,-0.792301076943,1.01664576717,0.364320437123,1.48067495551,-0.6964272777,21.647819519,0.174490314622,0.849825356489,1.96809735086,0.510048611972,-0.556451530805,1.12287393673,0.800354476079,25.7698535919
10.001097,-0.575242795457,-0.835252539004,-0.79268457214,1.01511178638,0.364320437123,1.48067495551,-0.696043782503,21.647819519,0.10891263594,0.875136039489,1.96617987487,0.592116584124,-0.588281632154,1.08720888341,0.897378760913,25.7698535919
11.001066,-0.574475805063,-0.835636034201,-0.793451562534,1.01549528158,0.363936941926,1.48067495551,-0.696043782503,21.647819519,0.205936920774,0.88127196264,1.96579637968,0.40266995682,-0.41532529832,1.19918948093,0.728640874246,25.7698535919
12.003091,-0.57485930026,-0.835252539004,-0.793068067337,1.01511178638,0.364320437123,1.47990796511,-0.6964272777,21.647819519,0.198650512031,0.884723419413,1.96617987487,0.400752480835,-0.419543745487,1.20455841369,0.727490388655,25.7698535919
13.001179,-0.575626290654,-0.836403024595,-0.79268457214,1.01549528158,0.36470393232,1.48067495551,-0.6964272777,21.647819519,0.204402939986,0.885490409807,1.96771385566,0.399985490441,-0.416859279108,1.19765550014,0.72940786464,25.7698535919
14.001068,-0.57485930026,-0.835636034201,-0.79268457214,1.01626227197,0.36470393232,1.48029146031,-0.6964272777,21.647819519,0.169888372258,0.889325361777,1.96694686527,0.457893265184,-0.475534044244,1.1773302547,0.7723593267,25.7698535919
15.001098,-0.57485930026,-0.836403024595,-0.793068067337,1.01587877678,0.363553446729,1.4810584507,-0.695660287306,21.647819519,0.167970896273,0.895461284928,1.96771385566,0.469398121093,-0.479368996214,1.1516360765,0.765072917958,25.7698535919
