time,left_s0,left_s1,left_e0,left_e1,left_w0,left_w1,left_w2,left_gripper,right_s0,right_s1,right_e0,right_e1,right_w0,right_w1,right_w2,right_gripper
0.662968,0.00153398078789,-0.548014636472,-0.00191747598486,0.752034081261,0.00230097118183,1.26246618843,-0.00191747598486,94.9919204712,0.0502378708032,0.673034070685,1.73953421346,1.8480633542,-2.21238379133,1.71614100645,2.41295177934,94.6515426636
1.000428,0.00191747598486,-0.547631141275,-0.00191747598486,0.751267090867,0.00230097118183,1.26246618843,-0.00153398078789,94.9919204712,0.0502378708032,0.673417565882,1.73646625189,1.84767985901,-2.21238379133,1.71537401605,2.41448576013,94.6515426636
2.001257,0.0026844663788,-0.547631141275,-0.00191747598486,0.752801071655,0.00153398078789,1.26169919804,-0.00191747598486,94.9919204712,0.0510048611972,0.673034070685,1.73646625189,1.84461189743,-2.21238379133,1.71537401605,2.41601974092,94.6515426636
3.001150,0.00230097118183,-0.548398131669,-0.00191747598486,0.752034081261,0.00230097118183,1.26169919804,-0.00191747598486,94.9919204712,0.0525388419851,0.673034070685,1.7345487759,1.84576238302,-2.21353427692,1.71230605448,2.41371876974,14.4246349335
4.001093,0.00230097118183,-0.547247646078,-0.00153398078789,0.751267090867,0.00191747598486,1.26208269323,-0.00230097118183,94.9919204712,0.0552233083639,0.669199118715,1.75410703095,1.85573325814,-2.21353427692,1.70847110251,2.41448576013,14.4246349335
5.001086,0.00191747598486,-0.547247646078,-0.00230097118183,0.752034081261,0.00153398078789,1.26093220764,-0.00191747598486,94.9919204712,0.0322135965456,0.661529214776,1.88411190272,1.98535463472,-2.11344203051,1.81776723364,2.4305925584,14.4246349335
6.000577,0.00230097118183,-0.547631141275,-0.00191747598486,0.752417576458,0.00230097118183,1.26246618843,-0.00230097118183,94.9919204712,0.0218592262274,0.646956397291,1.90673811934,2.02063619284,-2.12456339122,1.82888859436,2.48696635236,14.4246349335
7.001069,0.00153398078789,-0.547247646078,-0.00230097118183,0.75088359567,0.00153398078789,1.26131570284,-0.00191747598486,94.9919204712,0.443320447699,0.52922337182,2.19282553628,2.0003109474,-2.09388377546,1.99839347142,2.89193728036,14.4246349335
8.001101,0.00230097118183,-0.547631141275,-0.00230097118183,0.752034081261,0.00191747598486,1.26131570284,-0.00191747598486,94.9919204712,0.823747683094,0.16835439147,2.24996632063,1.36639338681,-1.99762648102,2.05361677978,2.69520424431,14.4246349335
9.001102,0.00230097118183,-0.54954861726,-0.00230097118183,0.752034081261,0.00153398078789,1.26093220764,-0.00191747598486,94.9919204712,0.732092331018,0.189446627304,2.2534177774,1.46380116684,-1.98343715874,2.05783522695,2.67449550368,14.4246349335
