time,left_s0,left_s1,left_e0,left_e1,left_w0,left_w1,left_w2,left_gripper,right_s0,right_s1,right_e0,right_e1,right_w0,right_w1,right_w2,right_gripper
0.562570,-0.00191747598486,-0.546480655684,-0.00306796157577,0.752417576458,-0.00153398078789,1.25748075087,0.00345145677274,95.961227417,-0.00383495196971,-0.544946674896,0.00383495196971,0.753568062049,-0.00421844716668,1.25556327488,0.00575242795457,96.1102142334
1.000525,-0.00191747598486,-0.546480655684,-0.0026844663788,0.752417576458,-0.00115048559091,1.25709725567,0.00345145677274,95.961227417,-0.00345145677274,-0.546097160487,0.00383495196971,0.753951557246,-0.00383495196971,1.25594677008,0.0053689327576,96.1102142334
2.001069,-0.00230097118183,-0.546864150881,-0.00306796157577,0.752417576458,-0.00230097118183,1.25863123646,0.00421844716668,95.961227417,-0.00383495196971,-0.546097160487,0.00421844716668,0.753568062049,-0.00383495196971,1.25671376048,0.00575242795457,96.1102142334
3.001064,-0.00153398078789,-0.546480655684,-0.0026844663788,0.752801071655,-0.00153398078789,1.25709725567,0.00421844716668,95.961227417,-0.00383495196971,-0.54571366529,0.00421844716668,0.753951557246,-0.00460194236366,1.25556327488,0.00498543756063,96.1102142334
4.001070,-0.00115048559091,-0.547247646078,-0.00306796157577,0.752417576458,-0.00153398078789,1.25786424607,0.00345145677274,95.961227417,-0.00383495196971,-0.546097160487,0.00421844716668,0.753951557246,-0.00460194236366,1.25594677008,0.00498543756063,96.1102142334
5.001071,-0.00191747598486,-0.546864150881,-0.00306796157577,0.750116605276,-0.00230097118183,1.25748075087,0.00460194236366,95.961227417,-0.00383495196971,-0.54571366529,0.00421844716668,0.75471854764,-0.00498543756063,1.25556327488,0.00575242795457,96.1102142334
6.001103,-0.00230097118183,-0.547631141275,-0.00306796157577,0.749733110079,-0.00115048559091,1.25786424607,0.00383495196971,95.961227417,-0.00306796157577,-0.546097160487,0.00383495196971,0.753184566852,-0.00421844716668,1.25594677008,0.00498543756063,96.1102142334
7.001066,-0.00191747598486,-0.548781626866,-0.00306796157577,0.752034081261,-0.00153398078789,1.25786424607,0.00383495196971,95.961227417,-0.0026844663788,-0.546097160487,0.00383495196971,0.753184566852,-0.00345145677274,1.25709725567,0.00498543756063,96.1102142334
8.001090,-0.00153398078789,-0.548398131669,-0.00306796157577,0.752801071655,-0.00153398078789,1.25786424607,0.00383495196971,95.961227417,-0.00383495196971,-0.547247646078,0.00460194236366,0.753568062049,-0.00383495196971,1.25671376048,0.0053689327576,96.1102142334
9.001066,-0.00191747598486,-0.548398131669,-0.0026844663788,0.753184566852,-0.00115048559091,1.25786424607,0.00345145677274,95.961227417,-0.00421844716668,-0.547247646078,0.00383495196971,0.753184566852,-0.00460194236366,1.25671376048,0.00498543756063,96.1102142334
10.001096,-0.00230097118183,-0.547631141275,-0.00345145677274,0.752417576458,-0.00230097118183,1.25786424607,0.00345145677274,95.961227417,-0.00383495196971,-0.547247646078,0.00383495196971,0.753568062049,-0.00460194236366,1.25671376048,0.00421844716668,96.1102142334
11.001139,-0.00230097118183,-0.547247646078,-0.00345145677274,0.752417576458,-0.00306796157577,1.25748075087,0.00345145677274,95.961227417,-0.00306796157577,-0.546480655684,0.00345145677274,0.753184566852,-0.00383495196971,1.25633026528,0.00498543756063,96.1102142334
12.001103,-0.00153398078789,-0.546864150881,-0.0026844663788,0.752034081261,-0.00230097118183,1.25671376048,0.00460194236366,95.961227417,-0.00345145677274,-0.546864150881,0.00421844716668,0.754335052443,-0.00383495196971,1.25556327488,0.00498543756063,96.1102142334
