time,left_s0,left_s1,left_e0,left_e1,left_w0,left_w1,left_w2,left_gripper,right_s0,right_s1,right_e0,right_e1,right_w0,right_w1,right_w2,right_gripper
0.663596,-0.00230097118183,-0.548398131669,0.00306796157577,0.745898158109,-0.00345145677274,1.26323317882,-0.00230097118183,95.961227417,0.186762160925,0.427213649426,0.506597155199,0.484354433775,0.589432117745,1.75410703095,0.602087459245,95.7860641479
1.000427,-0.00306796157577,-0.548781626866,0.00345145677274,0.745514662912,-0.00230097118183,1.26284968363,-0.00191747598486,95.961227417,0.185995170531,0.426446659032,0.506597155199,0.483587443381,0.590582603336,1.75487402134,0.602087459245,95.7860641479
2.001082,-0.0026844663788,-0.548014636472,0.00306796157577,0.745131167715,-0.00306796157577,1.26323317882,-0.00230097118183,95.961227417,0.185611675334,0.426063163835,0.506597155199,0.483970938578,0.590582603336,1.75449052614,0.602087459245,95.7860641479
3.001084,-0.00306796157577,-0.547247646078,0.00421844716668,0.748582624488,-0.00230097118183,1.26284968363,-0.00191747598486,95.961227417,0.186378665728,0.426446659032,0.506213660002,0.483587443381,0.591733088927,1.75372353575,0.601320468851,95.7860641479
4.001085,-0.0026844663788,-0.547631141275,0.00306796157577,0.748582624488,-0.00345145677274,1.26361667402,-0.00230097118183,95.961227417,0.186378665728,0.425679668638,0.507364145593,0.483970938578,0.590582603336,1.75449052614,0.602470954442,95.7860641479
5.001241,-0.00306796157577,-0.548014636472,0.00306796157577,0.748199129291,-0.00230097118183,1.26361667402,-0.00230097118183,95.961227417,0.186378665728,0.426446659032,0.506213660002,0.483970938578,0.590199108139,1.75372353575,0.601703964048,95.7860641479
6.001084,-0.00306796157577,-0.548014636472,0.00345145677274,0.747815634094,-0.0026844663788,1.26323317882,-0.00230097118183,95.961227417,0.187145656122,0.425679668638,0.506980650396,0.483587443381,0.594801050503,1.75218955496,0.601320468851,18.4764995575
7.001096,-0.00306796157577,-0.548398131669,0.00345145677274,0.747815634094,-0.0026844663788,1.26323317882,-0.000383495196971,95.961227417,0.187529151319,0.425679668638,0.506213660002,0.482820452987,0.594417555306,1.75065557417,0.602470954442,18.4764995575
8.001069,-0.00230097118183,-0.548398131669,0.00345145677274,0.748582624488,-0.0026844663788,1.26284968363,-0.000383495196971,95.961227417,0.186762160925,0.425296173441,0.507364145593,0.482820452987,0.593267069715,1.75103906937,0.601703964048,18.4764995575
9.001097,-0.0026844663788,-0.548398131669,0.00345145677274,0.747432138897,-0.00306796157577,1.26323317882,-0.000766990393943,95.961227417,0.186378665728,0.425296173441,0.507364145593,0.48243695779,0.592116584124,1.75065557417,0.601320468851,18.4764995575
