time,left_s0,left_s1,left_e0,left_e1,left_w0,left_w1,left_w2,left_gripper,right_s0,right_s1,right_e0,right_e1,right_w0,right_w1,right_w2,right_gripper
0.447939,-0.896228275322,-0.989801103383,-0.327504898214,1.1144370424,0.161067982728,1.46418466204,-0.479752491411,21.647819519,-0.0371990341062,0.366237913108,1.49524777299,1.24674288535,-0.304495186395,1.05883023884,1.28547590025,22.2042140961
1.000679,-0.89776225611,-0.989417608186,-0.327888393411,1.1144370424,0.160300992334,1.46341767164,-0.479752491411,21.647819519,-0.0379660245002,0.366621408305,1.49524777299,1.24635939016,-0.304495186395,1.05883023884,1.28547590025,22.2042140961
2.001113,-0.897378760913,-0.988650617792,-0.327504898214,1.1140535472,0.160300992334,1.46380116684,-0.480135986608,21.647819519,-0.0368155389092,0.365854417911,1.49524777299,1.24635939016,-0.306029167183,1.05959722923,1.28509240505,22.2042140961
3.002825,-0.899296236898,-0.987500132201,-0.32673790782,1.11520403279,0.160684487531,1.45958271967,-0.478985501017,21.647819519,-0.0375825293032,0.366237913108,1.49524777299,1.24674288535,-0.306029167183,1.05921373403,1.28470890985,22.2042140961
4.001119,-0.899296236898,-0.987883627398,-0.327121403017,1.11558752799,0.160684487531,1.46034971007,-0.479368996214,94.830368042,-0.0375825293032,0.366621408305,1.49486427779,1.24635939016,-0.305645671986,1.05921373403,1.28547590025,22.2042140961
5.001155,-0.911568083201,-0.929975852656,-0.326354412623,1.113670052,0.161834973122,1.45191281573,-0.418776755093,94.830368042,-0.0368155389092,0.366237913108,1.49563126819,1.24597589496,-0.307563147971,1.05998072443,1.28509240505,22.2042140961
6.001088,-0.911184588004,-0.851742832473,-0.32673790782,1.03467004143,0.166820410683,1.46150019566,-0.424529183047,94.830368042,-0.0368155389092,0.365470922714,1.49486427779,1.24712638055,-0.306796157577,1.06074771482,1.28509240505,22.2042140961
7.001073,-0.914636044777,-0.838320500579,-0.326354412623,1.03697101261,0.167970896273,1.46610213802,-0.465179673926,94.830368042,-0.0368155389092,0.365854417911,1.49524777299,1.24635939016,-0.306796157577,1.06151470522,1.28624289064,22.2042140961
8.001069,-0.906966140837,-0.951835078883,-0.326354412623,1.24635939016,0.164902934698,1.26898560678,-0.539961237336,94.830368042,-0.0368155389092,0.366237913108,1.49486427779,1.24635939016,-0.306029167183,1.06036421963,1.28547590025,22.2042140961
9.001067,-0.891626332958,-0.975611781095,-0.325587422229,1.29314580419,0.167587401076,1.2413739526,-0.465563169123,94.830368042,-0.0371990341062,0.365854417911,1.49524777299,1.24674288535,-0.305645671986,1.06074771482,1.28509240505,22.2042140961
10.001101,-0.892009828155,-0.973310809913,-0.325970917426,1.29237881379,0.167970896273,1.23370404866,-0.465179673926,94.830368042,-0.0371990341062,0.366621408305,1.49524777299,1.24674288535,-0.306029167183,1.06189820041,1.28509240505,22.2042140961
11.001063,-0.892776818549,-0.973310809913,-0.32673790782,1.2919953186,0.166436915486,1.23562152464,-0.465563169123,94.830368042,-0.0375825293032,0.366237913108,1.49601476339,1.24635939016,-0.305645671986,1.06151470522,1.28470890985,22.2042140961
12.001066,-0.894310799337,-0.96870886755,-0.326354412623,1.29237881379,0.16720390588,1.2409904574,-0.464796178729,94.830368042,-0.0371990341062,0.366237913108,1.49563126819,1.24635939016,-0.305645671986,1.06074771482,1.28509240505,22.2042140961
13.001344,-0.89392730414,-0.968325372353,-0.327121403017,1.2916118234,0.167970896273,1.24674288535,-0.462495207547,94.830368042,-0.0371990341062,0.366237913108,1.49486427779,1.24635939016,-0.306029167183,1.06228169561,1.28547590025,22.2042140961
14.001085,-0.893160313746,-0.969475857944,-0.327121403017,1.29084483301,0.166053420289,1.23792249582,-0.464412683532,18.2552509308,-0.0364320437123,0.365854417911,1.49524777299,1.24597589496,-0.304495186395,1.05806324844,1.28547590025,22.2042140961
15.001288,-0.890475847367,-0.972160324322,-0.327121403017,1.29007784261,0.162601963516,1.24482540937,-0.465179673926,18.2552509308,-0.0364320437123,0.365854417911,1.49524777299,1.24674288535,-0.301810720016,1.06113121002,1.28547590025,22.2042140961
16.001144,-0.892009828155,-1.00935935843,-0.329422374198,1.2659176452,0.162601963516,1.29928172734,-0.460577731563,18.2552509308,-0.0364320437123,0.361635970744,1.5194079704,1.25824774126,-0.282635960168,1.06956810435,1.28547590025,22.2042140961
17.001160,-0.902364198474,-1.0254661567,-0.339009754123,1.21951472637,0.183694199349,1.38403416587,-0.414941803123,18.2552509308,-0.0341310725305,0.358184513971,1.53398078789,1.26553415001,-0.265378676304,1.08337393144,1.28509240505,22.2042140961
